id,joined,leaved
90756,1450754073554,1450754075555
90771,1450754089626,1450754089664
90783,1450754117783,1450754117812
90782,1450754115422,1450754115464
90796,1450754132049,1450754134150
90807,1450754158510,1450754158583
90831,1450754192168,1450754192198
90853,1450754219373,1450754219985
90842,1450754213826,1450754213859
90863,1450754242265,1450754242340
90892,1450754260824,1450754260860
90911,1450754286158,1450754286815
90952,1450754322732,1450754322766
90943,1450754318242,1450754318290
90966,1450754364914,1450754364947
90959,1450754355198,1450754355243
90998,1450754383193,1450754383234
90991,1450754377899,1450754377937
90999,1450754395733,1450754397737
91000,1450754400861,1450754400885
91009,1450754409832,1450754413176
91018,1450754421106,1450754421142
91019,1450754429434,1450754431285
91050,1450754494726,1450754494760
91056,1450754513208,1450754513253
91061,1450754524372,1450754532936
91069,1450754547015,1450754547058
91088,1450754561126,1450754561170
91121,1450754592372,1450754592441
91114,1450754589241,1450754589558
91142,1450754607978,1450754608014
91148,1450754615492,1450754615524
91152,1450754627410,1450754627449
91160,1450754635956,1450754636056
91163,1450754640243,1450754640289
91172,1450754646481,1450754651476
91191,1450754669821,1450754670108
91194,1450754677370,1450754677404
91221,1450754702542,1450754702595
91236,1450754715323,1450754715361
91239,1450754718892,1450754718964
91243,1450754724952,1450754724986
91248,1450754729551,1450754732423
91251,1450754738765,1450754739495
91256,1450754743984,1450754744020
91261,1450754769406,1450754769473
91276,1450754788798,1450754788826
91279,1450754814715,1450754815340
91284,1450754818999,1450754819027
91290,1450754825998,1450754826042
91305,1450754840221,1450754840269
91310,1450754851921,1450754852343
91312,1450754863255,1450754864455
91322,1450754874153,1450754874188
91323,1450754888343,1450754888416
91341,1450754914235,1450754914302
91346,1450754928192,1450754930158
91343,1450754924115,1450754924148
91361,1450754948055,1450754948101
91371,1450754966864,1450754968876
91374,1450754981069,1450754981132
91391,1450755003636,1450755003670
91393,1450755006654,1450755006688
91396,1450755010290,1450755010448
91401,1450755015884,1450755015917
91410,1450755024141,1450755032906
91418,1450755036302,1450755036336
91419,1450755046825,1450755046859
91440,1450755078526,1450755079393
91445,1450755102859,1450755103792
91449,1450755117438,1450755117500
91448,1450755111077,1450755111237
91454,1450755120715,1450755120742
91457,1450755141286,1450755141352
91467,1450755166942,1450755167017
91482,1450755181241,1450755181282
91468,1450755171441,1450755171789
91483,1450755199406,1450755201876
91507,1450755229814,1450755229838
91497,1450755225943,1450755225975
91509,1450755253577,1450755253769
91518,1450755265582,1450755265616
91523,1450755304201,1450755304518
91522,1450755299109,1450755299138
91524,1450755315750,1450755316149
91528,1450755319330,1450755319360
91540,1450755346414,1450755346738
91548,1450755365146,1450755365372
91565,1450755399323,1450755399358
91570,1450755412218,1450755412252
91575,1450755430877,1450755430904
91577,1450755443184,1450755443516
91592,1450755469296,1450755469483
91603,1450755481110,1450755481142
91598,1450755475566,1450755475600
91635,1450755513532,1450755514870
91639,1450755545691,1450755545747
91642,1450755576639,1450755576676
91643,1450755582590,1450755582614
91644,1450755591557,1450755591591
91664,1450755625107,1450755625207
91671,1450755639826,1450755641830
91673,1450755649530,1450755649560
91676,1450755682719,1450755687556
91680,1450755707949,1450755707998
91714,1450755749402,1450755749439
91715,1450755761284,1450755761320
91728,1450755785307,1450755785343
91722,1450755778426,1450755778610
91747,1450755800627,1450755800689
91767,1450755847481,1450755847520
91768,1450755850231,1450755852070
91773,1450755859698,1450755859740
91777,1450755867864,1450755867920
91779,1450755874574,1450755875660
91783,1450755887702,1450755887807
91801,1450755921758,1450755921792
91802,1450755939842,1450755939982
91805,1450755944655,1450755944689
91808,1450755955449,1450755955516
91813,1450755970689,1450755970725
91814,1450755974398,1450755974434
91817,1450755978456,1450755978491
91824,1450755993952,1450755994024
91826,1450755997228,1450755997298
91827,1450756004331,1450756004382
91831,1450756011286,1450756012981
91833,1450756039754,1450756041055
91837,1450756046235,1450756046271
91882,1450756079853,1450756079887
91868,1450756074239,1450756074277
91892,1450756115882,1450756115912
91902,1450756130539,1450756130721
91907,1450756140310,1450756140345
91908,1450756146773,1450756146816
91911,1450756181879,1450756181908
91910,1450756173605,1450756175204
91921,1450756204917,1450756204953
91924,1450756216408,1450756216443
91930,1450756220968,1450756221189
91943,1450756231799,1450756231970
91946,1450756238724,1450756238758
91948,1450756243652,1450756243771
91959,1450756269248,1450756269284
91960,1450756279035,1450756279519
91961,1450756315627,1450756315772
91968,1450756364741,1450756365022
91967,1450756360504,1450756360549
91977,1450756385004,1450756385040
91978,1450756394720,1450756394745
91983,1450756400321,1450756400357
91987,1450756405937,1450756405971
91989,1450756414800,1450756415086
92011,1450756439203,1450756439265
92029,1450756492400,1450756492438
92039,1450756568374,1450756568409
92047,1450756597073,1450756597107
92065,1450756640942,1450756640973
92064,1450756638094,1450756638131
92111,1450756742133,1450756742214
92121,1450756768134,1450756768303
92140,1450756817555,1450756817594
92178,1450756973184,1450756973222
92187,1450757009853,1450757009884
92202,1450757050164,1450757050194
92220,1450757154404,1450757154434
92221,1450757181799,1450757181829
92228,1450757247534,1450757248292
92241,1450757259199,1450757259235
92260,1450757350892,1450757350929
92274,1450757361942,1450757361981
92277,1450757368406,1450757368434
92290,1450757409917,1450757409949
92300,1450757444250,1450757444304
92302,1450757468920,1450757468953
92310,1450757492377,1450757492409
92333,1450757593193,1450757593772
92342,1450757605625,1450757607078
92352,1450757631371,1450757631407
92376,1450757709291,1450757709326
92378,1450757741625,1450757741662
92391,1450757789830,1450757789868
92393,1450757798365,1450757798400
92410,1450757826888,1450757826942
92441,1450757863359,1450757864795
92443,1450757895452,1450757895505
92453,1450757919761,1450757920085
92467,1450757937433,1450757937481
92473,1450757992641,1450757992679
92476,1450757998025,1450757998061
92480,1450758024916,1450758024975
92489,1450758033293,1450758033328
92490,1450758042825,1450758042871
92494,1450758057978,1450758058031
92501,1450758075370,1450758075408
92509,1450758085815,1450758085852
92511,1450758093242,1450758093277
92514,1450758106915,1450758106973
92529,1450758146654,1450758149315
92541,1450758167328,1450758167402
92565,1450758184934,1450758184961
92557,1450758179360,1450758179398
92581,1450758200667,1450758207805
92588,1450758225747,1450758225783
92605,1450758268519,1450758268691
92611,1450758280857,1450758280925
92625,1450758292251,1450758292291
92618,1450758288711,1450758288747
92630,1450758302616,1450758302674
92641,1450758310082,1450758313404
92650,1450758331024,1450758331060
92652,1450758335031,1450758335092
92653,1450758344326,1450758344358
92655,1450758352374,1450758352519
92670,1450758382107,1450758382170
92672,1450758392599,1450758392661
92671,1450758390019,1450758390227
92692,1450758403652,1450758405104
92681,1450758397958,1450758398468
92705,1450758418777,1450758418810
92717,1450758443279,1450758443325
92730,1450758457389,1450758457424
92763,1450758471072,1450758471125
92768,1450758477734,1450758477890
92789,1450758485463,1450758485501
92793,1450758520673,1450758520723
92802,1450758556516,1450758556543
92804,1450758562401,1450758562472
92809,1450758573087,1450758573140
92811,1450758581939,1450758581960
92815,1450758599487,1450758599519
92825,1450758621627,1450758621653
92828,1450758637158,1450758638319
92836,1450758655941,1450758656000
92877,1450758711426,1450758711459
92878,1450758715547,1450758716938
92881,1450758730390,1450758730491
92898,1450758762292,1450758762328
92901,1450758765030,1450758765060
92904,1450758767398,1450758767431
92906,1450758770277,1450758770311
92912,1450758785758,1450758786174
92921,1450758797994,1450758801782
92925,1450758814324,1450758814365
92926,1450758818870,1450758820261
92933,1450758862400,1450758862454
92937,1450758875865,1450758876016
92953,1450758921543,1450758921591
92958,1450758930240,1450758930492
92963,1450758942381,1450758942415
92971,1450758948981,1450758949016
92989,1450758964149,1450758964209
92994,1450758975892,1450758975927
92996,1450758978568,1450758978602
93003,1450758984203,1450758984237
93010,1450758999664,1450758999721
93015,1450759015378,1450759015408
93014,1450759007066,1450759007100
93029,1450759040831,1450759041552
93036,1450759063594,1450759063802
93050,1450759088789,1450759088853
93053,1450759092164,1450759092202
93079,1450759110729,1450759111451
93086,1450759114119,1450759114156
93091,1450759129660,1450759129720
93096,1450759154734,1450759154771
93112,1450759210490,1450759210519
93117,1450759218949,1450759218984
93141,1450759237144,1450759237208
93148,1450759240724,1450759240899
93152,1450759261942,1450759262000
93154,1450759282604,1450759282650
93167,1450759315323,1450759315356
93200,1450759382661,1450759382735
93215,1450759455125,1450759455173
93227,1450759470618,1450759470643
93230,1450759484784,1450759484817
93239,1450759495608,1450759495642
93243,1450759517360,1450759517394
93269,1450759584932,1450759584964
93356,1450759912756,1450759912978
93429,1450760058895,1450760059007
93449,1450760103748,1450760103778
93469,1450760126074,1450760126132
93480,1450760139673,1450760139726
93487,1450760144778,1450760144875
93496,1450760159095,1450760159154
93525,1450760189973,1450760190021
93534,1450760210663,1450760210689
93542,1450760227137,1450760227176
93559,1450760248499,1450760248536
93578,1450760307315,1450760307355
93583,1450760315494,1450760315521
93589,1450760325950,1450760327061
93591,1450760342552,1450760343018
93601,1450760367616,1450760371088
93612,1450760407443,1450760407475
93636,1450760460767,1450760460790
93654,1450760498205,1450760498230
93668,1450760549282,1450760549322
93676,1450760553948,1450760553978
93713,1450760590588,1450760590626
93775,1450760729342,1450760730170
93814,1450760820126,1450760824315
93829,1450760844651,1450760844806
93835,1450760854588,1450760854845
93843,1450760876633,1450760876651
93847,1450760891062,1450760891227
93884,1450760967957,1450760968011
93906,1450761034124,1450761034173
93922,1450761061435,1450761061466
93923,1450761065378,1450761065408
93924,1450761072132,1450761072192
93927,1450761083567,1450761083625
93938,1450761095977,1450761097422
93952,1450761145477,1450761145619
93966,1450761186873,1450761186929
93989,1450761233314,1450761233358
93991,1450761241161,1450761241375
94030,1450761315104,1450761315174
94033,1450761328910,1450761329106
94039,1450761372498,1450761372527
94057,1450761412754,1450761412963
94073,1450761540150,1450761540199
94074,1450761548325,1450761548355
94089,1450761564473,1450761564509
94076,1450761554958,1450761554987
94117,1450761629814,1450761629972
94155,1450761691607,1450761691708
94169,1450761719257,1450761719292
94174,1450761731508,1450761731537
94193,1450761756724,1450761756806
94203,1450761766220,1450761766253
94230,1450761816019,1450761816067
94233,1450761819706,1450761819961
94250,1450761837210,1450761837251
94237,1450761828129,1450761828167
94265,1450761856315,1450761856428
94269,1450761860664,1450761860699
94282,1450761914154,1450761914204
94285,1450761938991,1450761939026
94287,1450761947584,1450761947613
94305,1450761983876,1450761984004
94307,1450761988489,1450761988531
94310,1450762002977,1450762003035
94313,1450762013507,1450762013907
94322,1450762021610,1450762021642
94325,1450762028833,1450762028875
94345,1450762057161,1450762057203
94371,1450762126681,1450762126727
94367,1450762123911,1450762123946
94373,1450762137916,1450762137950
94386,1450762172520,1450762172553
94400,1450762223357,1450762223420
94422,1450762244752,1450762245334
94424,1450762253684,1450762254079
94442,1450762265466,1450762265526
94455,1450762291132,1450762291384
94466,1450762305722,1450762305821
94479,1450762338529,1450762339408
94480,1450762342046,1450762342066
94489,1450762348629,1450762349613
94496,1450762364564,1450762364828
94499,1450762380830,1450762380866
94512,1450762407590,1450762407635
94508,1450762402971,1450762403509
94521,1450762432536,1450762434605
94522,1450762442806,1450762442836
94526,1450762452124,1450762452150
94536,1450762471872,1450762471912
94551,1450762527844,1450762527878
94552,1450762534925,1450762535141
94570,1450762553520,1450762553589
94572,1450762575408,1450762575443
94579,1450762611080,1450762611128
94581,1450762622551,1450762622827
94588,1450762629917,1450762629940
94596,1450762664143,1450762664206
94614,1450762691087,1450762691169
94622,1450762698245,1450762698351
94630,1450762710194,1450762710232
94632,1450762718476,1450762718512
94656,1450762763957,1450762764019
94676,1450762817276,1450762817319
94681,1450762837685,1450762837746
94689,1450762855837,1450762855862
94684,1450762848774,1450762848804
94697,1450762875846,1450762875882
94701,1450762883581,1450762883611
94710,1450762948600,1450762948881
94718,1450762988561,1450762988595
94725,1450763015684,1450763015726
94733,1450763055060,1450763055098
94741,1450763136789,1450763136812
94740,1450763126723,1450763128828
94744,1450763181986,1450763182037
94759,1450763312246,1450763312304
94769,1450763522972,1450763523168
94773,1450763564013,1450763564051
94782,1450763665442,1450763665487
94785,1450763675839,1450763676022
94834,1450763792486,1450763792629
94826,1450763786003,1450763786027
94850,1450763834757,1450763834812
94851,1450763870591,1450763872628
94870,1450763948395,1450763948437
94883,1450764012235,1450764012281
94885,1450764015018,1450764015048
94889,1450764042555,1450764042609
94915,1450764114307,1450764114488
94916,1450764122316,1450764122332
94925,1450764173675,1450764173741
94932,1450764203047,1450764203092
94934,1450764232674,1450764232716
94938,1450764238428,1450764238607
94954,1450764281206,1450764281284
94957,1450764283643,1450764283709
94964,1450764297530,1450764297577
94981,1450764391539,1450764391606
94986,1450764441606,1450764441643
95004,1450764669487,1450764669528
95005,1450764695940,1450764695983
95013,1450764739689,1450764739727
95014,1450764753904,1450764753934
95024,1450764793967,1450764794008
95025,1450764857962,1450764857992
95030,1450764897494,1450764897555
95036,1450764908146,1450764908176
95038,1450764912802,1450764912838
95052,1450765048972,1450765049021
95061,1450765109634,1450765109672
95062,1450765126343,1450765126507
95072,1450765164393,1450765164438
95082,1450765207604,1450765207642
95091,1450765222948,1450765222987
95102,1450765261566,1450765261600
95158,1450765609568,1450765609610
95224,1450765826027,1450765830423
95233,1450765845543,1450765845579
95225,1450765839725,1450765839863
95238,1450765871671,1450765871729
95240,1450765879585,1450765879611
95242,1450765886326,1450765886386
95262,1450765947798,1450765947860
95270,1450765972004,1450765972042
95273,1450765974525,1450765974561
95299,1450766008873,1450766008906
95311,1450766059249,1450766059299
95310,1450766054412,1450766054446
95320,1450766105323,1450766105374
95337,1450766144516,1450766144626
95338,1450766156737,1450766156771
95347,1450766183048,1450766183084
95343,1450766175215,1450766175251
95352,1450766226460,1450766226516
95356,1450766245037,1450766245072
95357,1450766258266,1450766258298
95365,1450766316396,1450766317817
95380,1450766375482,1450766375506
95382,1450766404061,1450766404094
95388,1450766447598,1450766447630
95395,1450766458859,1450766458896
95399,1450766489960,1450766490043
95408,1450766562179,1450766562219
95412,1450766586641,1450766586676
95413,1450766597479,1450766597528
95420,1450766623756,1450766623827
95431,1450766673731,1450766673770
95432,1450766693240,1450766693275
95487,1450766948293,1450766948327
95492,1450766951335,1450766951368
95495,1450766960413,1450766960451
95497,1450766996695,1450766996758
95501,1450767036387,1450767036460
95505,1450767070843,1450767070890
95518,1450767091967,1450767092005
95520,1450767167557,1450767167614
95524,1450767182568,1450767182605
95532,1450767203535,1450767203577
95534,1450767218278,1450767218324
95545,1450767243573,1450767243611
95546,1450767251059,1450767251159
95560,1450767320662,1450767320704
95571,1450767430602,1450767430626
95578,1450767438406,1450767438461
95579,1450767456342,1450767456563
95600,1450767473842,1450767474769
95620,1450767491023,1450767491053
95655,1450767746693,1450767746730
95670,1450767794934,1450767795195
95678,1450767820505,1450767820963
95683,1450767834968,1450767835076
95701,1450767886496,1450767886605
95693,1450767882412,1450767882456
95706,1450767898356,1450767898420
95707,1450767945705,1450767945742
95709,1450767959599,1450767959638
95718,1450768008855,1450768008890
95719,1450768019063,1450768019110
95737,1450768195563,1450768195592
95742,1450768203178,1450768203212
95757,1450768239068,1450768239113
95768,1450768272428,1450768273554
95778,1450768300687,1450768301449
95771,1450768297908,1450768297943
95786,1450768338887,1450768338931
95799,1450768371877,1450768371910
95800,1450768376276,1450768376414
95810,1450768394861,1450768394902
95817,1450768421171,1450768421226
95830,1450768528770,1450768528829
95832,1450768542542,1450768542685
95840,1450768601028,1450768601060
95848,1450768610402,1450768610430
95856,1450768631477,1450768634897
95852,1450768625325,1450768625390
95865,1450768658360,1450768658407
95872,1450768714138,1450768714177
95884,1450768747828,1450768747860
95895,1450768803918,1450768803965
95903,1450768825686,1450768825714
95915,1450768872570,1450768872602
95919,1450768895064,1450768895109
95941,1450768970292,1450768970329
95964,1450768982409,1450768982440
95984,1450768996845,1450768996906
95991,1450769021158,1450769021196
95995,1450769035907,1450769036467
95994,1450769029860,1450769029889
96008,1450769062824,1450769062867
96023,1450769082164,1450769082235
96034,1450769104907,1450769105107
96024,1450769096289,1450769096313
96035,1450769116617,1450769116721
96040,1450769121031,1450769121073
96049,1450769151761,1450769151799
96055,1450769179907,1450769179944
96065,1450769220878,1450769220917
96066,1450769233275,1450769233460
96067,1450769242210,1450769242523
96069,1450769252229,1450769252263
96071,1450769263175,1450769263233
96072,1450769267403,1450769267430
96080,1450769283224,1450769283255
96073,1450769273781,1450769273830
96086,1450769301528,1450769301609
96094,1450769346378,1450769346413
96112,1450769383463,1450769384224
96115,1450769387735,1450769387759
96116,1450769390211,1450769390238
96127,1450769405936,1450769405987
96134,1450769430259,1450769430313
96139,1450769452410,1450769452445
96148,1450769481580,1450769481938
96154,1450769508804,1450769508844
96161,1450769528579,1450769528791
96166,1450769544591,1450769544624
96168,1450769568653,1450769568686
96180,1450769590637,1450769590675
96170,1450769582332,1450769582365
96187,1450769616298,1450769616325
96186,1450769609540,1450769609597
96196,1450769664828,1450769664864
96222,1450769712683,1450769712717
96240,1450769755552,1450769758328
96239,1450769748936,1450769748970
96247,1450769777012,1450769777078
96257,1450769818319,1450769818357
96258,1450769836611,1450769836643
96267,1450769845257,1450769845272
96268,1450769857446,1450769857505
96269,1450769868932,1450769869034
96270,1450769881228,1450769881403
96281,1450769899127,1450769899162
96286,1450769936600,1450769936638
96292,1450769970006,1450769970039
96308,1450770048731,1450770048764
96309,1450770056017,1450770056040
96310,1450770063145,1450770063208
96311,1450770074260,1450770074297
96314,1450770117434,1450770117468
96315,1450770138224,1450770138272
96333,1450770209893,1450770216348
96339,1450770245608,1450770245773
96367,1450770328411,1450770328530
96380,1450770356311,1450770356361
96381,1450770388979,1450770389004
96382,1450770397213,1450770399446
96385,1450770407805,1450770407818
96386,1450770412427,1450770412496
96403,1450770440802,1450770442873
96406,1450770485678,1450770485708
96415,1450770564223,1450770566251
96416,1450770581193,1450770581245
96428,1450770628973,1450770629011
96431,1450770641227,1450770641262
96434,1450770660774,1450770660838
96438,1450770676128,1450770676167
96439,1450770688129,1450770688365
96440,1450770696220,1450770696254
96443,1450770718245,1450770718271
96442,1450770711277,1450770711346
96445,1450770728274,1450770729975
96446,1450770752262,1450770752297
96453,1450770768556,1450770768587
96454,1450770771296,1450770771328
96455,1450770773852,1450770773878
96457,1450770789933,1450770790943
96456,1450770781883,1450770781931
96460,1450770812527,1450770812561
96474,1450770837162,1450770837220
96490,1450770855894,1450770855940
96491,1450770867970,1450770867995
96512,1450770971746,1450770971777
96517,1450771039264,1450771039304
96518,1450771045281,1450771045314
96519,1450771053710,1450771057198
96530,1450771092079,1450771092120
96552,1450771106543,1450771106593
96563,1450771119159,1450771119191
96565,1450771123091,1450771123563
96567,1450771135924,1450771135957
96566,1450771133343,1450771133406
96568,1450771146326,1450771146393
96569,1450771150753,1450771150788
96585,1450771159147,1450771159191
96587,1450771164078,1450771164111
96589,1450771177244,1450771177312
96597,1450771193180,1450771193243
96600,1450771210004,1450771210051
96607,1450771219572,1450771219607
96611,1450771244228,1450771244281
96620,1450771267211,1450771267338
96628,1450771283055,1450771283208
96633,1450771291480,1450771291515
96667,1450771364194,1450771364255
96668,1450771372042,1450771372057
96682,1450771408812,1450771408849
96691,1450771450207,1450771450275
96694,1450771456980,1450771457016
96698,1450771470446,1450771470727
96702,1450771477196,1450771478278
96703,1450771481215,1450771481258
96718,1450771489977,1450771492049
96725,1450771502751,1450771502779
96730,1450771514610,1450771514643
96737,1450771530188,1450771530240
96739,1450771534623,1450771534651
96742,1450771538746,1450771538772
96748,1450771549894,1450771549963
96760,1450771584396,1450771585695
96763,1450771633443,1450771634557
96762,1450771627926,1450771627958
96774,1450771689521,1450771689555
96777,1450771691954,1450771691987
96778,1450771703085,1450771708508
96784,1450771730213,1450771730271
96785,1450771745798,1450771746609
96791,1450771761571,1450771761595
96792,1450771767860,1450771767887
96796,1450771775635,1450771775673
96800,1450771802759,1450771802961
96799,1450771796503,1450771796602
96809,1450771849620,1450771849691
96827,1450771867278,1450771867338
96829,1450771877310,1450771877331
96828,1450771870560,1450771872264
96834,1450771889194,1450771889261
96835,1450771902393,1450771906981
96836,1450771922264,1450771922297
96857,1450771951269,1450771951463
96886,1450771986211,1450771988441
96900,1450772021552,1450772022055
96892,1450772010681,1450772012577
96929,1450772039044,1450772043099
96933,1450772064823,1450772064861
96944,1450772082023,1450772082110
96952,1450772085176,1450772085208
96943,1450772079166,1450772079461
96958,1450772097927,1450772098190
96960,1450772101980,1450772108405
96969,1450772119876,1450772120150
96970,1450772122602,1450772122663
96976,1450772132904,1450772132944
96997,1450772175496,1450772175537
97002,1450772178887,1450772179063
97016,1450772189908,1450772190298
97007,1450772183445,1450772183480
97025,1450772204528,1450772208330
97027,1450772213869,1450772213894
97029,1450772221624,1450772223810
97044,1450772270807,1450772270845
97060,1450772311396,1450772311438
97065,1450772318867,1450772319014
97075,1450772339033,1450772339690
97084,1450772346699,1450772346725
97085,1450772356198,1450772356247
97097,1450772366187,1450772366391
97137,1450772397347,1450772397379
97139,1450772400800,1450772402481
97146,1450772415065,1450772415124
97153,1450772452699,1450772452904
97165,1450772471509,1450772471870
97180,1450772483612,1450772484524
97187,1450772493208,1450772495061
97188,1450772500507,1450772501112
97194,1450772520143,1450772520190
97216,1450772534826,1450772537866
97223,1450772548861,1450772548891
97265,1450772593844,1450772606461
97282,1450772618498,1450772618532
97288,1450772651178,1450772652221
97291,1450772672066,1450772672093
97290,1450772665837,1450772665869
97292,1450772674437,1450772674574
97293,1450772683844,1450772683894
97294,1450772691317,1450772691357
97296,1450772701875,1450772701915
97295,1450772695199,1450772695256
97297,1450772721260,1450772721311
97301,1450772735477,1450772735645
97300,1450772730378,1450772730404
97305,1450772746238,1450772746306
97308,1450772789910,1450772789942
97312,1450772807777,1450772811094
97313,1450772817265,1450772818224
97314,1450772820723,1450772823163
97315,1450772827687,1450772827717
97316,1450772837015,1450772838225
97322,1450772847636,1450772847847
97323,1450772852207,1450772852409
97324,1450772856427,1450772858003
97325,1450772864667,1450772866410
97326,1450772869766,1450772869797
97327,1450772875238,1450772875669
97328,1450772884577,1450772886788
97329,1450772899229,1450772899264
97333,1450772904985,1450772905020
97335,1450772925979,1450772926024
97336,1450772933328,1450772933359
97338,1450772936642,1450772937265
97361,1450772981354,1450772982437
97362,1450772986101,1450772986124
97363,1450772998528,1450772998573
97364,1450773008731,1450773008769
97365,1450773012022,1450773012046
97366,1450773021353,1450773022558
97371,1450773033564,1450773035778
97372,1450773039083,1450773039109
97373,1450773044197,1450773045910
97375,1450773061428,1450773061473
97374,1450773050230,1450773051646
97376,1450773071740,1450773071797
97377,1450773075028,1450773076625
97378,1450773085778,1450773085810
97379,1450773092889,1450773095110
97380,1450773100374,1450773102762
97383,1450773116448,1450773116839
97385,1450773130710,1450773130963
97384,1450773126329,1450773126759
97386,1450773142005,1450773143793
97388,1450773146777,1450773146812
97389,1450773155926,1450773157326
97390,1450773174165,1450773174197
97391,1450773220376,1450773220493
97409,1450773261283,1450773264777
97410,1450773282320,1450773282539
97411,1450773300776,1450773300981
97412,1450773310279,1450773310312
97413,1450773314630,1450773314664
97419,1450773323931,1450773323976
97418,1450773318976,1450773319274
97420,1450773343077,1450773343129
97421,1450773359879,1450773359980
97422,1450773369051,1450773369081
97423,1450773389340,1450773389474
97429,1450773467779,1450773467807
97430,1450773512932,1450773512977
97431,1450773554019,1450773554158
97432,1450773593804,1450773593837
97439,1450773652903,1450773653006
97440,1450773668265,1450773670477
97441,1450773694591,1450773694624
97442,1450773697321,1450773697357
97445,1450773700523,1450773700632
97446,1450773733864,1450773736842
97447,1450773749647,1450773749680
97449,1450773789134,1450773789715
97448,1450773786352,1450773786430
97451,1450773801401,1450773801460
97452,1450773804302,1450773804332
97463,1450773837881,1450773837916
97464,1450773852910,1450773854476
97475,1450773893147,1450773893199
97474,1450773885259,1450773887514
97481,1450773907053,1450773907999
97482,1450773928487,1450773928539
97483,1450773953747,1450773953796
97485,1450773978245,1450773978261
97484,1450773971294,1450773971340
97508,1450774026738,1450774026801
97511,1450774033698,1450774033729
97512,1450774041354,1450774041385
97513,1450774049732,1450774049764
97514,1450774057211,1450774057961
97515,1450774087769,1450774087800
97517,1450774098155,1450774098187
97516,1450774093045,1450774093076
97536,1450774215357,1450774215388
97544,1450774223331,1450774223381
97554,1450774278176,1450774278223
97556,1450774284770,1450774284989
97557,1450774301391,1450774301438
97558,1450774315308,1450774315370
97560,1450774364464,1450774364495
97568,1450774377628,1450774377659
97561,1450774367758,1450774367820
97562,1450774373067,1450774373099
97581,1450774439983,1450774440045
97582,1450774447649,1450774447731
97602,1450774535308,1450774535340
97595,1450774531385,1450774531423
97603,1450774550292,1450774550354
97604,1450774567467,1450774567514
97608,1450774582979,1450774583039
97619,1450774642424,1450774642455
97620,1450774645861,1450774645893
97638,1450774670938,1450774671000
97645,1450774703125,1450774703172
97659,1450774717563,1450774717978
97706,1450774766572,1450774766603
97748,1450774815562,1450774816609
97758,1450774831914,1450774831960
97759,1450774835221,1450774835237
97762,1450774845135,1450774851642
97779,1450774863853,1450774864528
97795,1450774875904,1450774876373
97804,1450774894138,1450774896942
97842,1450774972215,1450774972246
97838,1450774960504,1450774964150
97854,1450774982326,1450774982373
97870,1450774998241,1450774998287
97886,1450775015369,1450775015416
97894,1450775032736,1450775032783
97910,1450775045916,1450775045947
97919,1450775056812,1450775056844
97922,1450775064182,1450775064213
97931,1450775072431,1450775072494
97958,1450775099143,1450775105744
97975,1450775112840,1450775112855
98001,1450775136714,1450775142879
97995,1450775121216,1450775133142
98037,1450775161401,1450775166511
98038,1450775174853,1450775179808
98055,1450775201158,1450775201189
98045,1450775190182,1450775192047
98056,1450775213753,1450775213815
98102,1450775237278,1450775243843
98119,1450775257887,1450775261156
98136,1450775271739,1450775271770
98155,1450775286304,1450775306964
98167,1450775324421,1450775339950
98168,1450775343048,1450775343048
98171,1450775351589,1450775359357
98178,1450775364407,1450775385252
98186,1450775391372,1450775394183
98192,1450775399028,1450775405227
98226,1450775420745,1450775442369
98231,1450775452829,1450775460108
98238,1450775469280,1450775469893
98258,1450775486732,1450775507015
98311,1450775520636,1450775520683
98349,1450775551632,1450775551679
98383,1450775562965,1450775570122
98414,1450775589821,1450775589852
98432,1450775599335,1450775654100
98445,1450775664984,1450775693369
98450,1450775698523,1450775707127
98455,1450775719816,1450775719848
98470,1450775738073,1450775738088
98458,1450775731661,1450775731708
98505,1450775748337,1450775771245
98513,1450775794574,1450775798695
98512,1450775778941,1450775789283
98520,1450775809181,1450775810212
98532,1450775836774,1450775836805
98526,1450775820110,1450775829388
98539,1450775849907,1450775849939
98554,1450775881155,1450775882368
98555,1450775900229,1450775900307
98567,1450775937073,1450775937104
98570,1450775956588,1450775956619
98626,1450775992164,1450775992275
98653,1450776017057,1450776017104
98658,1450776022668,1450776022683
98668,1450776030607,1450776030997
98692,1450776053205,1450776053252
98766,1450776109876,1450776109923
98776,1450776114778,1450776114809
98785,1450776130925,1450776130956
98782,1450776123700,1450776123732
98816,1450776142595,1450776150722
98859,1450776168741,1450776186788
98861,1450776191640,1450776191743
98888,1450776210664,1450776210711
98915,1450776221073,1450776221104
98979,1450776246908,1450776273786
98991,1450776284077,1450776285827
98997,1450776295540,1450776297775
99061,1450776321627,1450776330159
99067,1450776341532,1450776365765
99069,1450776386570,1450776424873
99106,1450776436580,1450776441721
99154,1450776461697,1450776471759
99195,1450776484423,1450776509020
99208,1450776523213,1450776528383
99212,1450776531248,1450776531264
99218,1450776537297,1450776537314
99220,1450776541914,1450776541945
99224,1450776548550,1450776548582
99225,1450776551732,1450776560580
99226,1450776565965,1450776576848
99245,1450776594969,1450776595001
99252,1450776603179,1450776606681
99259,1450776619750,1450776621797
99266,1450776625280,1450776625608
99287,1450776632018,1450776654261
99302,1450776662329,1450776665376
99309,1450776674003,1450776681752
99330,1450776697247,1450776697294
99371,1450776715308,1450776715496
99403,1450776727934,1450776729466
